list_title,sort_option,imdb_id,tmdb_id,movie_title,release_date,category,listOrder
Mood Boosters,Popularity,tt4698684,371645,Hunt for the Wilderpeople,2016-03-31,Moods,20
Dark and Gritty,Popularity,tt0114369,807,Se7en,1995-09-22,Moods,1
Dark and Gritty,Popularity,tt1392214,146233,Prisoners,2013-09-19,Moods,2
Dark and Gritty,Popularity,tt2267998,210577,Gone Girl,2014-10-01,Moods,3
Dark and Gritty,Popularity,tt0443706,1949,Zodiac,2007-03-02,Moods,4
Dark and Gritty,Popularity,tt2872718,242582,Nightcrawler,2014-10-23,Moods,5
Dark and Gritty,Popularity,tt1568346,65754,The Girl with the Dragon Tattoo,2011-12-14,Moods,6
Dark and Gritty,Popularity,tt1132620,15472,The Girl with the Dragon Tattoo,2009-02-27,Moods,7
Dark and Gritty,Popularity,tt0364569,670,Oldboy,2003-11-21,Moods,8
Dark and Gritty,Popularity,tt0780504,64690,Drive,2011-09-15,Moods,9
Dark and Gritty,Popularity,tt0477348,6977,No Country for Old Men,2007-06-13,Moods,10
Dark and Gritty,Popularity,tt0327056,322,Mystic River,2003-03-03,Moods,11
Dark and Gritty,Popularity,tt0401792,187,Sin City,2005-04-01,Moods,12
Dark and Gritty,Popularity,tt0407887,1422,The Departed,2006-10-04,Moods,13
Dark and Gritty,Popularity,tt3397884,273481,Sicario,2015-09-17,Moods,14
Dark and Gritty,Popularity,tt0113277,949,Heat,1995-12-15,Moods,15
Dark and Gritty,Popularity,tt0209144,77,Memento,2000-10-11,Moods,16
Dark and Gritty,Popularity,tt0083658,78,Blade Runner,1982-06-25,Moods,17
Dark and Gritty,Popularity,tt1856101,335984,Blade Runner 2049,2017-10-04,Moods,18
Dark and Gritty,Popularity,tt0102926,274,The Silence of the Lambs,1991-02-14,Moods,19
Inspiring Movies,Popularity,tt0111161,278,The Shawshank Redemption,1994-09-23,Moods,1
Inspiring Movies,Popularity,tt0268978,453,A Beautiful Mind,2001-12-14,Moods,2
Inspiring Movies,Popularity,tt0097165,207,Dead Poets Society,1989-06-02,Moods,3
Inspiring Movies,Popularity,tt1010048,12405,Slumdog Millionaire,2008-11-12,Moods,4
Inspiring Movies,Popularity,tt0075148,1366,Rocky,1976-11-20,Moods,5
Inspiring Movies,Popularity,tt0119217,489,Good Will Hunting,1997-12-05,Moods,6
Inspiring Movies,Popularity,tt0195685,462,Erin Brockovich,2000-03-17,Moods,7
Inspiring Movies,Popularity,tt0210945,10637,Remember the Titans,2000-09-29,Moods,8
Inspiring Movies,Popularity,tt0878804,22881,The Blind Side,2009-11-20,Moods,9
Inspiring Movies,Popularity,tt2980516,266856,The Theory of Everything,2014-11-26,Moods,10
Inspiring Movies,Popularity,tt1057500,22954,Invictus,2009-12-11,Moods,11
Inspiring Movies,Popularity,tt0253474,423,The Pianist,2002-09-17,Moods,12
Inspiring Movies,Popularity,tt0454876,87827,Life of Pi,2012-11-20,Moods,13
Inspiring Movies,Popularity,tt0129290,10312,Patch Adams,1998-12-25,Moods,14
Inspiring Movies,Popularity,tt0120689,497,The Green Mile,1999-12-10,Moods,15
Inspiring Movies,Popularity,tt1542344,44115,127 Hours,2010-11-12,Moods,16
Inspiring Movies,Popularity,tt0416212,12837,The Secret Life of Bees,2008-09-17,Moods,17
Inspiring Movies,Popularity,tt0132477,13466,October Sky,1999-02-19,Moods,18
Inspiring Movies,Popularity,tt1596346,43959,Soul Surfer,2011-04-08,Moods,19
Inspiring Movies,Popularity,tt0120731,10376,The Legend of 1900,1998-10-28,Moods,20
Tear Jerkers,Popularity,tt2582846,222935,The Fault in Our Stars,2014-05-16,Moods,1
Tear Jerkers,Popularity,tt0822832,14306,Marley & Me,2008-12-25,Moods,2
Tear Jerkers,Popularity,tt0102492,4032,My Girl,1991-11-27,Moods,3
Tear Jerkers,Popularity,tt0281358,10229,A Walk to Remember,2002-01-25,Moods,4
Tear Jerkers,Popularity,tt0120338,597,Titanic,1997-11-18,Moods,5
Tear Jerkers,Popularity,tt0332280,11036,The Notebook,2004-06-25,Moods,6
Tear Jerkers,Popularity,tt0203009,824,Moulin Rouge!,2001-05-24,Moods,7
Tear Jerkers,Popularity,tt1028532,28178,Hachi: A Dog's Tale,2009-06-08,Moods,8
Tear Jerkers,Popularity,tt1120985,46705,Blue Valentine,2010-12-26,Moods,9
Tear Jerkers,Popularity,tt0405159,70,Million Dollar Baby,2004-12-15,Moods,10
Tear Jerkers,Popularity,tt4034228,334541,Manchester by the Sea,2016-11-18,Moods,11
Tear Jerkers,Popularity,tt0095327,12477,Grave of the Fireflies,1988-04-16,Moods,12
Tear Jerkers,Popularity,tt2380307,354912,Coco,2017-10-27,Moods,13
Tear Jerkers,Popularity,tt0454921,1402,The Pursuit of Happyness,2006-12-14,Moods,14
Tear Jerkers,Popularity,tt3741834,334543,Lion,2016-11-24,Moods,15
Tear Jerkers,Popularity,tt0120689,497,The Green Mile,1999-12-10,Moods,16
Tear Jerkers,Popularity,tt0398808,1265,Bridge to Terabithia,2007-02-15,Moods,17
Tear Jerkers,Popularity,tt0086425,11050,Terms of Endearment,1983-11-20,Moods,18
Tear Jerkers,Popularity,tt1049413,14160,Up,2009-05-28,Moods,19
Mind Benders,Popularity,tt1375666,27205,Inception,2010-07-15,Moods,1
Mind Benders,Popularity,tt0133093,603,The Matrix,1999-03-31,Moods,2
Mind Benders,Popularity,tt0209144,77,Memento,2000-10-11,Moods,3
Mind Benders,Popularity,tt6723592,577922,Tenet,2020-08-22,Moods,4
Mind Benders,Popularity,tt0338013,38,Eternal Sunshine of the Spotless Mind,2004-03-19,Moods,5
Mind Benders,Popularity,tt0246578,141,Donnie Darko,2001-01-19,Moods,6
Mind Benders,Popularity,tt0137523,550,Fight Club,1999-10-15,Moods,7
Mind Benders,Popularity,tt0816692,157336,Interstellar,2014-11-05,Moods,8
Mind Benders,Popularity,tt2397535,206487,Predestination,2014-08-28,Moods,9
Mind Benders,Popularity,tt0482571,1124,The Prestige,2006-10-17,Moods,10
Mind Benders,Popularity,tt1130884,11324,Shutter Island,2010-02-14,Moods,11
Mind Benders,Popularity,tt0390384,14337,Primer,2004-10-08,Moods,12
Mind Benders,Popularity,tt2866360,220289,Coherence,2013-09-19,Moods,13
Mind Benders,Popularity,tt0166924,1018,Mulholland Drive,2001-06-06,Moods,14
Mind Benders,Popularity,tt0120382,37165,The Truman Show,1998-06-04,Moods,15
Mind Benders,Popularity,tt1856101,335984,Blade Runner 2049,2017-10-04,Moods,16
Mind Benders,Popularity,tt0062622,62,2001: A Space Odyssey,1968-04-02,Moods,17
Mind Benders,Popularity,tt2543164,329865,Arrival,2016-11-10,Moods,18
Mind Benders,Popularity,tt0167404,745,The Sixth Sense,1999-08-06,Moods,19
Mind Benders,Popularity,tt1371111,83542,Cloud Atlas,2012-10-26,Moods,20
Mind Benders,Popularity,tt0259711,1903,Vanilla Sky,2001-12-14,Moods,21
